ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9601,AGR,0,KS,67335, , ,0,0, , , , ,XXXX,R3,53,, ,U, , , ,F,,2.0,F,0.0,0,,,,,,,,,,,,,,,1,0,38,31,46,6,5,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,3356,922,1345,0,0,99,47,53,98,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,36,47,50,39,49,53,26,41,39,19,10,18,17,14,14,13,13,15,18,33,21,12,35,19,34,30,31,40,24,8,3,64,9,12,15,166,246,83,83,2,6,4,1,1,1,0,231,273,2,1,77,23,88,12,2,34,69,60,29,84,16,6,1,5,11,24,2,22,52,24,0,0,0,0,0,1,2,12,0,2,44,52,54,13,4,6,0,10,14,5,1,3,0,1,5,28,0.0,269.0,671.0,173,222,220,273,9045,43,24,15,11,6,0,0,0,0,25,30,19,16,9,0,0,0,1,41,8,32,17,34,66,8,70,19,0,0,0,0,0,6,5,1,10,17,22,6,50,59,68,52,66,48,67,54,68,65,6,5,8,1,6,14,0,1,13,5,18,19,4,7,5,2,5,37,3,3,1,13,5,4,3,1,6,5,5,4,6,6,2,9,72,4,1,120,12,17,38,20,5,5,2,1,27,2,21,5,0,0,0,17,38,0,31,21,46,4,0,6,0,10,0,0,4,0,1,0,0,0,1,1,0,0,77,98,1,0,1,89,54,17,9,47,0,4,8,23,31,69,0,0,76,6,11,0,0,8,97,2,76,99,90,8,2,5,8,9706,9606.0,9604.0,,9603.0,9601.0,9601.0,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,6,9702,14,5,12,,,,,,9602.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,20.0,1,1,20.0,9602,20.0,9602,20.0,9602,9602,,,20.0,106016,0,0.0,0,L,1,F,X,X,X,62.0,D
9601,CSM,1,IN,46220, , ,2301,0, , , , ,XXXX,S2,17,75.0,E,U, , , , ,,1.0,M,5.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,21,14,42,2,3,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,448,64,310,99,0,0,43,57,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,42,44,46,49,4,35,53,12,11,31,16,8,9,11,14,21,11,26,32,10,31,26,30,67,26,7,3,1,0,23,20,13,44,75,145,25,22,3,74,71,62,0,0,0,583,670,4,4,14,86,92,8,11,4,21,15,2,34,66,1,1,1,30,53,12,4,68,28,0,0,0,3,6,6,28,64,0,5,16,40,43,10,3,25,49,0,11,12,63,0,14,47,76,98,3480.0,83.0,527.0,246,346,269,411,16929,28,22,29,15,4,0,0,2,0,17,10,25,28,13,0,0,7,0,28,2,56,11,64,36,22,82,2,2,2,0,0,0,7,7,0,8,20,21,0,66,78,89,71,89,71,99,47,99,99,0,29,4,2,19,23,0,0,10,4,2,4,3,1,2,0,2,4,0,2,11,22,6,8,6,6,7,11,12,2,2,3,0,9,70,16,0,148,3,4,17,24,9,22,20,3,16,1,5,13,0,0,0,9,21,0,14,22,42,0,1,6,0,20,0,0,9,6,2,0,0,0,2,1,0,6,58,94,1,0,4,87,33,3,4,31,0,0,0,0,0,99,0,0,36,0,62,3,0,0,99,0,97,99,99,5,2,5,9,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9512.0,,,9509.0,9508.0,,,,,,,,,,,,,L2F,N2F,N2F,N2F,N2F,F1F,F1F, , ,P1F,P1F, , , , , , , , , , , , ,8,9702,17,6,12,,,,,,,,,,9512.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,25.0,2,2,10.0,9512,15.0,9509,10.0,9512,9509,9512.0,3.0,12.5,60127,0,0.0,0,L,2,F,X,X,X,23.0,B
8901,ENQ,0,MN,56475, , ,2603,0, , , , ,XXXX,R3,51,72.0, ,H, , , , ,2.0,4.0,F,2.0,16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,30,31,33,9,5,6, , , ,0.0, , , , , , , , , , , , , , , , ,Y, , ,1,X,1435,384,483,0,0,99,51,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,42,45,34,46,49,32,35,45,19,12,22,20,13,13,11,9,13,16,34,22,15,27,9,25,17,34,49,35,18,7,65,6,6,23,198,296,81,80,0,3,2,2,0,0,0,388,428,2,1,85,15,91,9,28,43,80,69,38,91,9,6,3,3,12,13,4,27,56,17,0,0,0,0,0,1,8,34,0,1,54,56,57,15,5,1,2,15,10,0,2,2,0,2,7,48,0.0,107.0,613.0,225,267,267,305,9587,31,23,21,15,8,1,1,0,0,22,23,24,18,11,1,1,0,0,34,8,47,13,30,70,1,64,15,0,0,0,0,0,6,16,0,11,14,21,6,52,65,72,58,68,53,71,71,76,92,4,9,6,2,9,12,0,0,12,17,15,8,6,4,18,0,8,16,4,1,2,16,2,4,2,1,7,7,4,7,9,4,6,17,54,7,2,120,20,10,40,12,10,6,1,2,26,1,24,3,1,2,0,16,30,1,31,20,33,14,0,1,1,21,0,0,1,0,2,11,0,0,0,2,0,0,89,97,1,0,2,96,66,23,13,34,0,6,12,37,47,53,0,0,1,30,6,40,0,23,37,62,40,98,95,7,2,6,7,9706,9606.0,9604.0,9604.0,9603.0,,9601.0,9511.0,,9510.0,9508.0,,,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L4D,S4D,S4D,S4D,S3D, ,S2C,S2C, ,L1D,L1D, , , ,L1D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,21,9702,55,6,12,,,,,,9601.0,,,,9510.0,,,,9507.0,,,,9507.0,,,,,,,,,,6.0,,,,5.0,,,,4.0,,,,4.0,,,,,48.0,9,5,4.0,9507,7.0,9102,6.0,9601,8905,8910.0,5.0,5.3333333333,85548,0,0.0,1,L,4,D,X,X,X,57.0,D
9201,HCC,1,LA,70791, , ,0,0,X, , , ,XXXX,T2,40,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,27,37,28,10,10,1, ,12, ,6.0, , , , , , , , , , , , , , , , , , , , ,X,17649,4686,5741,51,1,48,49,51,68,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,42,32,43,46,32,37,43,21,12,25,23,15,11,9,5,14,16,36,21,13,21,7,19,17,26,57,38,17,6,61,10,7,23,236,303,71,71,2,6,4,2,1,1,0,677,732,3,2,80,20,93,7,6,50,82,65,38,92,8,12,2,9,10,14,2,18,41,9,9,18,4,1,4,17,41,72,0,2,44,52,54,16,5,5,1,22,10,4,2,4,3,10,28,60,760.0,249.0,716.0,298,335,355,392,11556,26,17,15,17,16,5,1,1,1,20,17,16,19,19,6,2,1,1,26,9,31,15,32,68,4,81,13,0,0,0,0,0,2,3,1,19,24,27,4,71,61,74,50,68,46,55,38,63,69,12,11,10,4,9,17,0,3,9,2,18,6,4,5,2,0,8,18,3,8,3,14,4,4,2,1,9,9,5,9,10,10,1,5,69,5,0,120,9,16,36,21,4,11,4,3,28,2,24,4,0,0,0,13,27,1,37,14,30,9,0,4,3,3,0,0,7,1,0,0,0,0,0,0,0,0,78,97,0,0,2,93,64,20,8,17,1,12,32,59,77,23,0,1,50,4,40,1,0,4,99,1,55,99,95,9,2,5,5,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1G,A1G,A1G,A1G,A1G,S3G,S3G,S2G,S2G,S2G,S2G,S2G,S2G,S2G,S2G,A1F,A1F,A1F,S2F,S2F,S2F,S3F,S3F,23,9702,72,7,29,,,,,,,,,,,,9509.0,,,,,,,9411.0,,,,,,,,,,,,,,,50.0,,,,,,,20.0,,,,245.0,12,4,5.0,9211,50.0,9412,25.0,9612,9210,9211.0,1.0,20.416666667,12890,0,0.0,0,L,1,G,X,X,X,38.0,B
9301,USB,1,UT,84720, , ,2709,0, , , , ,XXXX,T1,35,70.0,E,H, , , , ,,4.0,M,6.0,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,3,0,19,8,76,9,11,3, , , ,6.0, , , , , , , , , , , , , , , , , , , , , ,880,190,229,0,99,0,51,49,98,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,21,38,46,29,41,49,39,32,47,22,26,15,19,14,11,10,5,12,14,35,23,16,24,7,23,10,29,61,55,36,20,61,3,3,32,325,374,83,81,7,16,9,9,0,0,0,766,800,3,3,79,21,94,6,7,48,83,77,44,89,11,4,0,4,6,13,7,33,53,13,0,0,0,0,0,12,53,98,0,2,75,76,69,17,5,11,5,0,6,5,9,0,19,33,52,81,0.0,291.0,770.0,356,373,342,370,8424,12,17,19,30,22,0,0,0,0,5,9,30,33,22,0,0,0,0,27,0,43,11,42,58,13,82,7,0,0,0,0,2,7,2,0,5,8,12,2,15,60,69,48,69,45,72,56,99,0,0,19,6,4,19,12,0,4,18,3,5,0,9,2,5,1,2,4,3,6,6,22,5,3,9,4,3,17,5,7,9,11,3,9,61,5,1,154,0,4,14,26,9,31,15,0,48,2,25,20,0,0,0,11,19,0,8,31,76,0,0,49,0,6,0,0,1,0,0,0,0,0,1,0,0,0,81,96,1,2,1,99,88,41,12,17,6,14,30,53,74,26,0,0,37,0,15,38,0,10,99,0,99,99,96,6,2,4,8,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,,L1F,A1F,A1F,A1F,A2F,A3F,A3F,A3F,A3F,A3F,A3F,A2F,A3F,A3F,A2F,A2E,A2E,A2E,A2E,A2E,A2E,A2E, ,18,9702,41,6,11,,,,,,,,,,,,9506.0,,,,9502.0,9412.0,,,,,,,,,,,,,,,,,15.0,,,,14.0,15.0,,,,,,74.0,7,3,5.0,9306,15.0,9412,15.0,9506,9302,9306.0,4.0,10.571428571,134891,0,0.0,1,L,1,F,X,X,X,37.0,D
9401,FRC,1,CA,90056, , ,0,0, , , , ,XXXX,U1,02,, ,H, , , , ,,1.0,M,9.0,0,,,,,,,,,,,,,,,1,0,35,26,38,18,4,1, , , ,,05, , , , , , , , , , , , , , , , , , , , ,2539,725,1004,99,0,0,47,53,34,59,0,5,5,1,2,1,1,0,0,0,3,0,0,1,42,48,50,41,49,51,19,38,40,22,7,15,20,20,17,13,8,15,15,33,22,15,32,9,27,23,38,39,22,9,3,58,12,8,22,171,252,68,66,0,32,31,31,0,0,0,5251,5024,9,9,78,22,97,3,7,29,72,58,22,84,16,7,2,6,12,22,5,3,15,17,13,41,5,96,99,99,99,99,91,2,65,73,66,14,4,6,25,0,2,0,19,0,92,94,95,95,4480.0,13.0,803.0,681,806,740,865,36257,12,9,3,12,20,16,9,9,11,3,6,4,12,20,18,11,11,15,26,5,52,4,32,68,2,86,7,2,2,0,0,0,0,5,0,3,23,25,1,84,64,74,56,72,56,69,41,78,99,16,24,26,3,12,16,0,5,2,0,3,4,2,3,0,0,3,13,3,4,4,12,13,3,2,1,10,12,10,10,18,4,1,12,59,5,1,160,2,6,16,20,5,24,26,7,19,3,14,9,0,0,0,17,35,1,26,23,38,2,0,0,0,2,0,0,1,1,0,3,0,4,0,0,0,7,45,86,9,1,4,96,73,32,11,25,0,5,12,20,87,13,16,2,52,1,47,0,0,0,99,0,99,99,99,20,4,9,10,9706,9606.0,9604.0,,9603.0,,,9511.0,9511.0,9509.0,9508.0,,,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L1F,A1F,A1F, ,L1E, , ,L1E,L1E,L1E,L1E, , , ,L1E,N1E,N1E,N1E,N1E,N1E,N1E, ,F1E,9,9702,27,4,10,,,,,,,,9512.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,25.0,2,1,10.0,9401,15.0,9512,15.0,9512,9401,9512.0,23.0,12.5,143689,0,0.0,0,L,1,F,X,X,X,7.0,A
9401,RKB,0,MI,48067, , ,5401,0, , , , ,XXXX,S2,20,44.0,E,U, , , , ,,1.0,M,5.0,0,,,,,,,,,,,,,,,3,0,34,34,38,1,1,2, , , ,, , , ,Y, , , , , ,Y,Y, ,Y, ,Y, , , , ,2, ,1069,254,440,99,0,0,50,50,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,36,38,32,40,43,24,45,38,16,14,32,23,13,8,6,4,19,18,34,18,11,15,7,13,31,28,41,22,9,3,47,15,5,33,167,243,80,79,7,18,11,6,0,0,0,623,624,4,4,70,30,97,3,13,31,58,44,23,75,25,8,2,7,23,25,11,21,69,10,0,0,0,0,0,2,25,74,0,7,56,56,56,13,4,12,6,0,13,9,6,0,34,51,89,95,2160.0,57.0,505.0,362,385,368,406,16182,18,18,9,35,14,4,3,0,0,7,18,18,33,16,8,0,0,0,21,4,52,6,39,61,10,94,2,2,2,0,0,0,3,0,3,31,19,21,3,74,77,91,64,86,61,60,37,99,0,0,18,6,5,21,21,0,0,8,0,4,5,10,3,0,0,8,15,10,4,6,17,2,20,0,0,4,10,3,1,5,0,4,0,79,12,0,135,2,6,30,31,2,23,6,3,25,4,16,8,0,0,0,11,20,2,38,23,14,19,1,4,2,13,0,0,2,1,0,5,0,0,0,1,2,4,73,99,0,0,1,96,53,18,5,51,0,0,0,0,2,98,0,0,85,2,7,6,0,0,99,0,97,99,99,6,3,5,3,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,,9510.0,9508.0,,,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,,L2F,A2F,A2F,A2F,A2F,A1E,A1E,L1E, ,L1E,L1E, , , ,N1E,N1E,N1E,F1E,F1E,F1E,F1E,F1E, ,12,9702,30,6,13,,,,,,,9512.0,,,9509.0,,,,,,,,,,,,,,,,,,,15.0,,,12.0,,,,,,,,,,,,,37.0,3,1,10.0,9404,15.0,9512,15.0,9512,9404,9509.0,17.0,12.333333333,64667,0,0.0,0,L,2,F,X,X,X,27.0,A
8801,PCH,2,IL,62376, , ,5201,0, , , , ,XXXX,R2,43,46.0,E,U, , , , ,1.0,7.0,F,,0,,,,,,,,,,,,,,,2,0,30,35,27,4,4,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,4429,1257,1593,0,0,99,49,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,47,37,47,50,28,38,39,23,10,20,21,14,13,11,11,14,16,33,23,14,28,12,26,20,35,46,29,12,3,69,5,9,17,187,272,86,85,0,2,2,1,2,2,0,342,377,2,1,80,20,85,15,45,38,79,71,33,89,11,5,1,4,8,16,1,23,56,21,0,0,0,0,0,2,6,20,0,1,57,57,59,14,4,2,1,10,14,2,1,3,0,0,2,25,0.0,227.0,717.0,245,283,280,313,10260,27,24,20,18,8,1,1,0,0,20,24,23,22,10,2,1,0,0,33,5,45,12,30,70,3,76,10,0,0,0,0,0,5,10,5,6,23,26,4,78,65,74,56,70,54,73,63,88,99,3,9,7,3,6,13,1,0,15,13,12,9,8,5,15,0,6,20,7,1,3,13,3,3,3,1,13,7,5,1,4,4,3,16,62,10,1,120,12,13,42,18,8,6,2,2,24,1,21,3,0,0,0,15,30,0,35,20,27,6,0,4,1,37,0,0,3,0,0,0,0,0,1,1,0,0,88,98,1,0,1,97,73,26,13,37,0,3,8,33,46,54,0,0,56,24,10,2,0,9,61,34,40,99,96,9,2,7,6,9706,9606.0,9604.0,9604.0,9603.0,,,9509.0,,,,,,,,,9501.0,9411.0,,9410.0,9409.0,,,L1G,A1G,A1G,A1G,I3G, , ,U1G, , , , , , , , ,I1G,I1G, ,I1G,I1G, , ,19,9702,48,6,13,,,,,,,9512.0,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,100.0,4,1,15.0,8906,45.0,9512,45.0,9512,8801,8906.0,17.0,25.0,98090,0,0.0,0,L,1,G,X,X,X,56.0,C
8601,AMB,28,FL,32810,B, ,3601,0, , , , ,XXXX,S2,16,62.0,E,H, , , , ,,4.0,F,4.0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,31,34,27,7,1,1, , , ,, , , , , , , , , , , , , , , , , , , , ,X,5614,1500,1943,99,0,0,48,52,79,15,1,2,12,0,0,0,0,0,1,0,1,8,1,2,28,36,38,30,41,44,31,47,36,17,14,33,21,11,9,8,5,20,18,32,16,14,18,5,14,16,30,53,31,12,5,57,14,5,24,215,287,72,70,2,21,19,16,0,0,0,661,668,4,4,65,35,95,5,8,48,77,57,32,86,14,16,3,13,13,15,6,19,49,11,6,9,1,0,0,2,22,91,0,4,46,52,52,16,5,9,12,7,14,5,16,1,24,52,76,83,5960.0,329.0,534.0,276,288,308,320,10859,25,19,22,19,13,2,0,0,1,23,19,22,19,15,2,0,0,1,20,8,26,14,55,45,17,74,21,1,1,0,0,1,2,3,0,25,21,25,4,71,74,79,70,73,66,72,44,81,58,11,7,9,3,12,18,1,2,15,0,16,7,6,3,1,1,10,12,3,4,4,26,6,7,3,7,5,3,5,3,7,1,1,6,80,4,0,120,8,13,37,24,8,9,2,2,23,2,19,4,0,0,0,14,31,0,34,11,27,23,0,4,1,7,0,0,4,2,0,0,0,0,1,0,0,7,37,85,11,1,3,91,62,16,4,15,0,13,40,55,71,29,1,0,12,2,75,9,0,1,94,6,51,99,95,7,2,3,5,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,,L1F,A1F,A1F, ,A1F,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D, ,S2D,A1D,A1D,A1D,A1D,A1D,A1D, , ,22,9702,50,4,11,,,,,,,9512.0,,,,,,,,,,9412.0,,,,,,,,,,,,15.0,,,,,,,,,,9.0,,,,,,81.0,10,6,5.0,8712,15.0,9512,15.0,9512,8702,8707.0,5.0,8.1,35557,0,0.0,0,L,1,F,X,X,X,25.0,B
9501,L15,1,NC,27850, , ,0,0, , , , ,XXXX,C2,27,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,41,30,45,6,3,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,5915,1723,2276,0,4,96,47,53,46,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,51,39,48,52,24,35,39,26,11,17,18,14,17,14,9,16,13,30,24,17,34,11,31,22,36,42,23,10,4,55,9,11,25,177,258,70,70,1,2,1,0,0,0,0,548,793,1,1,76,24,76,24,64,34,76,55,22,88,12,12,2,10,11,22,2,6,25,15,13,29,9,7,15,24,34,54,1,1,42,51,54,14,4,2,0,27,16,2,0,5,2,3,8,23,0.0,351.0,560.0,197,246,259,300,10044,40,19,16,12,8,2,1,1,0,31,20,18,15,10,2,2,1,0,38,16,26,25,30,70,8,72,19,1,1,0,0,0,6,2,5,21,21,24,4,66,55,63,48,59,43,63,41,36,96,27,11,5,2,10,12,2,3,8,5,10,17,6,7,5,0,8,32,2,3,2,16,2,3,4,1,5,8,3,4,5,10,1,9,70,4,0,120,21,23,27,13,5,8,3,3,20,1,17,4,0,0,0,14,31,1,19,20,46,9,0,10,0,3,0,0,6,1,0,0,0,0,1,0,0,0,83,98,1,0,1,85,53,21,10,22,4,13,26,51,69,31,0,0,4,16,27,31,0,21,30,68,19,91,89,8,2,8,10,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,,9503.0,,,,,9409.0,9408.0,,,L1F,A1F,A1F, ,A1F,N2F,N2F,N2F,N1F,N1F,N1F,N1F,F1F, ,F1F, , , , ,P1F,P1F, , ,9,9702,24,4,11,,,,,,,,,,,,9507.0,,,,,,,9411.0,,,,,,,,,,,,,,,15.0,,,,,,,15.0,,,,30.0,2,1,15.0,9507,15.0,9411,15.0,9507,9411,9507.0,8.0,15.0,42556,0,0.0,0,L,1,F,X,X,X,61.0,C
